municipality_code,municipality_name,indicator_id,raw_value,source
0109,Santa Maria da Feira,prop_transporte_coletivo,8.9,static
0109,Santa Maria da Feira,prop_vagos_bom_estado,54.2405,static
0109,Santa Maria da Feira,racio_vendas_estrangeiros,1,static
0109,Santa Maria da Feira,risco_galgamentos_costeiros,0,static
0109,Santa Maria da Feira,risco_incendio_rural,38.305,static
0109,Santa Maria da Feira,risco_inundacao,0,static
0109,Santa Maria da Feira,risco_movimento_massa,3.697,static
0109,Santa Maria da Feira,risco_nevao,0,static
0109,Santa Maria da Feira,risco_ondas_calor,40.526,static
0109,Santa Maria da Feira,risco_ondas_frio,66.667,static
0109,Santa Maria da Feira,risco_seca,33.333,static
0109,Santa Maria da Feira,risco_sismo,34.863,static
0109,Santa Maria da Feira,risco_tsunami,0,static
0109,Santa Maria da Feira,taxa_bruta_natalidade,7.1,static
0109,Santa Maria da Feira,taxa_crescimento_efetivo,0.52,static
0109,Santa Maria da Feira,taxa_desemprego,7.71,static
0109,Santa Maria da Feira,taxa_esforco_arrendamento,30.46730529,static
0109,Santa Maria da Feira,valor_mediano_vendas_m2,1327,static
0110,Ílhavo,acessos_internet_banda_larga,44.77,static
0110,Ílhavo,certificacao_energetica_cf,42.47881356,static
0110,Ílhavo,coeficiente_gini,44.1,static
0110,Ílhavo,consumo_energia_eletrica,1280.9,static
0110,Ílhavo,densidade_populacional,588.1,static
0110,Ílhavo,disparidade_ganho_mensal,13.9,static
0110,Ílhavo,duracao_pendulares,15.57,static
0110,Ílhavo,emissoes_gee_edificios,11.77,static
0110,Ílhavo,emissoes_gee_transportes,59.92,static
0110,Ílhavo,empresas_volume_negocios,738642.8,static
0110,Ílhavo,indice_envelhecimento_edificios,618.7,static
0110,Ílhavo,percentagem_poder_compra,0.347,static
0110,Ílhavo,prop_agregados_unipessoais,23.16,static
0110,Ílhavo,prop_alojamentos_arrendados,0.0337,static
0110,Ílhavo,prop_alojamentos_locais,7.61,static
0110,Ílhavo,prop_alojamentos_nao_classicos,0.82,static
0110,Ílhavo,prop_alojamentos_sobrelotados,10.3594897564746,static
0110,Ílhavo,prop_alojamentos_vagos,9.8,static
0110,Ílhavo,prop_ar_condicionado,5.985053472,static
0110,Ílhavo,prop_edificios_fora_urbano,3.6,static
0110,Ílhavo,prop_ensino_secundario,46.54,static
0110,Ílhavo,prop_habitacao_social,0.205104831,static
0110,Ílhavo,prop_mais_20min_escola,54.91,static
0110,Ílhavo,prop_mais_30min_hospital,1,static
0110,Ílhavo,prop_modo_pedonal,9.5,static
0110,Ílhavo,prop_nacionalidade_estrangeira,0.094,static
0110,Ílhavo,prop_necessidade_reparacao,13.08,static
0110,Ílhavo,prop_pop_65_mais,21.52,static
0110,Ílhavo,prop_reabilitacao_edificado,10.4,static
0110,Ílhavo,prop_risco_pobreza,17.5045977,static
0110,Ílhavo,prop_sem_aquecimento,25.9,static
0110,Ílhavo,prop_transporte_coletivo,5.4,static
0110,Ílhavo,prop_vagos_bom_estado,58.42799,static
0110,Ílhavo,racio_vendas_estrangeiros,1,static
0110,Ílhavo,risco_galgamentos_costeiros,56.223,static
0110,Ílhavo,risco_incendio_rural,17.2,static
0110,Ílhavo,risco_inundacao,8.508,static
0110,Ílhavo,risco_movimento_massa,0,static
0110,Ílhavo,risco_nevao,0,static
0110,Ílhavo,risco_ondas_calor,25,static
0110,Ílhavo,risco_ondas_frio,66.664,static
0110,Ílhavo,risco_seca,33.333,static
0110,Ílhavo,risco_sismo,55.677,static
0110,Ílhavo,risco_tsunami,33.717,static
0110,Ílhavo,taxa_bruta_natalidade,6.8,static
0110,Ílhavo,taxa_crescimento_efetivo,2.53,static
0110,Ílhavo,taxa_desemprego,6.34,static
0110,Ílhavo,taxa_esforco_arrendamento,37.57242439,static
0110,Ílhavo,valor_mediano_vendas_m2,1706,static
0111,Mealhada,acessos_internet_banda_larga,40.18,static
0111,Mealhada,certificacao_energetica_cf,54.85893417,static
0111,Mealhada,coeficiente_gini,40.8,static
0111,Mealhada,consumo_energia_eletrica,1254.9,static
